Bevölkerung nach Geschlecht und nach Größe des bewohnten Privathaushaltes seit 2012 - Zählbezirke Wien | Population by sex and size of inhabited private household since 2012 - subdistricts of Vienna
NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_DATE;REF_YEAR;SEX;1_PH;2_PH;3-5_PH;6p_PH;ANST
AT13;91200;91211;20171031;2017;1;881;1369;1921;234;97
AT13;91200;91211;20171031;2017;2;1231;1499;1982;218;272
AT13;91300;91301;20171031;2017;1;41;84;113;7;0
AT13;91300;91301;20171031;2017;2;63;94;103;17;0
AT13;91300;91302;20171031;2017;1;478;788;1459;181;19
AT13;91300;91302;20171031;2017;2;819;852;1481;188;1
AT13;91300;91303;20171031;2017;1;869;1316;1831;186;323
AT13;91300;91303;20171031;2017;2;1396;1442;1900;191;252
AT13;91300;91304;20171031;2017;1;893;1326;2300;242;96
AT13;91300;91304;20171031;2017;2;1344;1486;2280;229;300
AT13;91300;91305;20171031;2017;1;357;568;1070;80;17
AT13;91300;91305;20171031;2017;2;517;662;1087;57;82
AT13;91300;91306;20171031;2017;1;227;327;559;45;4
AT13;91300;91306;20171031;2017;2;400;405;556;55;0
AT13;91300;91307;20171031;2017;1;318;423;633;126;6
AT13;91300;91307;20171031;2017;2;460;449;689;113;4
AT13;91300;91308;20171031;2017;1;611;957;1311;160;278
AT13;91300;91308;20171031;2017;2;959;1077;1258;174;277
AT13;91300;91309;20171031;2017;1;439;664;851;85;705
AT13;91300;91309;20171031;2017;2;533;718;868;87;368
AT13;91300;91310;20171031;2017;1;21;35;67;14;1
AT13;91300;91310;20171031;2017;2;24;31;69;6;0
AT13;91300;91311;20171031;2017;1;240;595;1106;108;1
AT13;91300;91311;20171031;2017;2;388;623;1120;96;0
AT13;91400;91401;20171031;2017;1;886;1128;1611;218;4
AT13;91400;91401;20171031;2017;2;1054;1174;1555;168;0
AT13;91400;91402;20171031;2017;1;1080;1129;2021;324;19
AT13;91400;91402;20171031;2017;2;1088;1219;1850;314;3
AT13;91400;91403;20171031;2017;1;916;1157;2038;246;55
AT13;91400;91403;20171031;2017;2;1326;1313;2088;231;20
AT13;91400;91404;20171031;2017;1;2063;2965;4292;664;67
AT13;91400;91404;20171031;2017;2;2736;3123;4122;517;8
AT13;91400;91405;20171031;2017;1;416;649;948;94;37
AT13;91400;91405;20171031;2017;2;477;729;914;104;33
AT13;91400;91406;20171031;2017;1;1259;1704;2461;255;208
AT13;91400;91406;20171031;2017;2;1710;1860;2377;247;434
AT13;91400;91407;20171031;2017;1;323;351;633;90;6
AT13;91400;91407;20171031;2017;2;352;415;654;86;2
AT13;91400;91408;20171031;2017;1;332;565;933;155;4
AT13;91400;91408;20171031;2017;2;488;609;920;160;2
AT13;91400;91409;20171031;2017;1;1;1;2;0;205
AT13;91400;91409;20171031;2017;2;1;1;1;0;109
AT13;91400;91410;20171031;2017;1;757;1152;1843;170;137
AT13;91400;91410;20171031;2017;2;1025;1300;1798;190;94
AT13;91400;91411;20171031;2017;1;417;928;1649;165;30
AT13;91400;91411;20171031;2017;2;543;1010;1648;179;79
AT13;91400;91412;20171031;2017;1;460;894;1541;191;86
AT13;91400;91412;20171031;2017;2;571;978;1495;177;78
AT13;91500;91501;20171031;2017;1;1327;1437;2313;345;11
AT13;91500;91501;20171031;2017;2;1539;1545;2153;299;5
AT13;91500;91502;20171031;2017;1;1229;1442;2421;419;13
AT13;91500;91502;20171031;2017;2;1221;1418;2108;319;4
AT13;91500;91503;20171031;2017;1;1279;1523;3049;726;249
AT13;91500;91503;20171031;2017;2;1255;1655;2784;521;256
AT13;91500;91504;20171031;2017;1;826;1011;1929;372;303
AT13;91500;91504;20171031;2017;2;790;973;1712;313;255
AT13;91500;91505;20171031;2017;1;1008;1478;2540;527;162
AT13;91500;91505;20171031;2017;2;1254;1524;2395;527;243
AT13;91500;91506;20171031;2017;1;1749;2016;3240;515;102
AT13;91500;91506;20171031;2017;2;1836;1988;2963;440;147
AT13;91500;91507;20171031;2017;1;1019;1228;1574;223;171
AT13;91500;91507;20171031;2017;2;1227;1310;1531;217;341
AT13;91600;91601;20171031;2017;1;1589;1923;3127;625;90
AT13;91600;91601;20171031;2017;2;1774;1977;2939;555;26
AT13;91600;91602;20171031;2017;1;964;1102;1969;408;56
AT13;91600;91602;20171031;2017;2;871;1086;1643;346;8
AT13;91600;91603;20171031;2017;1;1449;1662;2793;445;45
AT13;91600;91603;20171031;2017;2;1660;1830;2744;387;5
AT13;91600;91604;20171031;2017;1;883;1158;1889;291;3
AT13;91600;91604;20171031;2017;2;1164;1268;1843;306;0
AT13;91600;91605;20171031;2017;1;1723;2253;3560;422;138
AT13;91600;91605;20171031;2017;2;2068;2403;3341;353;187
AT13;91600;91606;20171031;2017;1;1138;1349;2227;402;30
AT13;91600;91606;20171031;2017;2;1341;1431;2250;386;32
AT13;91600;91607;20171031;2017;1;1152;1628;2508;466;53
AT13;91600;91607;20171031;2017;2;1447;1716;2447;389;61
AT13;91600;91608;20171031;2017;1;368;534;603;48;205
AT13;91600;91608;20171031;2017;2;537;596;633;42;191
AT13;91600;91609;20171031;2017;1;486;756;1215;119;87
AT13;91600;91609;20171031;2017;2;709;820;1198;94;260
AT13;91600;91610;20171031;2017;1;1251;1387;2708;506;4
AT13;91600;91610;20171031;2017;2;1149;1345;2419;424;3
AT13;91700;91701;20171031;2017;1;1207;1621;2410;338;74
AT13;91700;91701;20171031;2017;2;1477;1685;2293;250;28
AT13;91700;91702;20171031;2017;1;1500;2011;3339;613;114
AT13;91700;91702;20171031;2017;2;1732;2113;3172;509;75
AT13;91700;91703;20171031;2017;1;1905;2323;3851;553;414
AT13;91700;91703;20171031;2017;2;2256;2585;3689;486;30
AT13;91700;91704;20171031;2017;1;245;493;812;70;63
AT13;91700;91704;20171031;2017;2;436;573;877;70;211
AT13;91700;91705;20171031;2017;1;507;847;1495;205;10
AT13;91700;91705;20171031;2017;2;672;955;1485;186;7
AT13;91700;91706;20171031;2017;1;205;321;641;57;14
AT13;91700;91706;20171031;2017;2;276;355;606;51;62
AT13;91800;91801;20171031;2017;1;159;243;497;67;1
AT13;91800;91801;20171031;2017;2;288;289;520;54;21
AT13;91800;91802;20171031;2017;1;1431;1917;3011;271;81
AT13;91800;91802;20171031;2017;2;1975;2139;3108;295;279
AT13;91800;91803;20171031;2017;1;1797;2091;3153;377;152
AT13;91800;91803;20171031;2017;2;2281;2317;3054;350;140
AT13;91800;91804;20171031;2017;1;1116;1227;1948;171;8
AT13;91800;91804;20171031;2017;2;1444;1443;2016;149;7
AT13;91800;91805;20171031;2017;1;620;1094;2221;216;174
AT13;91800;91805;20171031;2017;2;1073;1200;2347;242;430
AT13;91900;91901;20171031;2017;1;564;782;1273;160;30
AT13;91900;91901;20171031;2017;2;794;894;1325;163;75
AT13;91900;91902;20171031;2017;1;1066;1409;1692;239;196
AT13;91900;91902;20171031;2017;2;1390;1565;1721;242;311
AT13;91900;91903;20171031;2017;1;134;102;34;0;238
AT13;91900;91903;20171031;2017;2;110;90;38;0;78
AT13;91900;91904;20171031;2017;1;1499;1831;2738;360;217
AT13;91900;91904;20171031;2017;2;2023;2079;2815;331;244
AT13;91900;91905;20171031;2017;1;683;880;1506;227;120
AT13;91900;91905;20171031;2017;2;938;986;1634;225;248
AT13;91900;91906;20171031;2017;1;399;589;1261;220;34
AT13;91900;91906;20171031;2017;2;602;655;1262;178;46
AT13;91900;91907;20171031;2017;1;217;398;620;103;6
AT13;91900;91907;20171031;2017;2;346;444;685;114;3
AT13;91900;91908;20171031;2017;1;1371;1694;2431;292;128
AT13;91900;91908;20171031;2017;2;1950;1886;2551;307;306
AT13;91900;91909;20171031;2017;1;333;451;939;121;218
AT13;91900;91909;20171031;2017;2;482;467;970;131;241
AT13;91900;91910;20171031;2017;1;615;1213;1948;218;80
AT13;91900;91910;20171031;2017;2;987;1349;2017;268;227
AT13;92000;92001;20171031;2017;1;758;1001;2022;272;17
AT13;92000;92001;20171031;2017;2;946;1111;2016;253;6
AT13;92000;92002;20171031;2017;1;1756;1979;3481;622;96
AT13;92000;92002;20171031;2017;2;1803;2075;3153;552;66
AT13;92000;92003;20171031;2017;1;1406;1762;3021;487;110
AT13;92000;92003;20171031;2017;2;1773;1840;2869;450;79
AT13;92000;92004;20171031;2017;1;711;982;2067;332;558
AT13;92000;92004;20171031;2017;2;1056;1104;2001;305;595
AT13;92000;92005;20171031;2017;1;1200;1537;2618;564;27
AT13;92000;92005;20171031;2017;2;1341;1617;2290;470;3
AT13;92000;92006;20171031;2017;1;865;1116;1820;471;45
AT13;92000;92006;20171031;2017;2;1050;1248;1745;465;31
AT13;92000;92007;20171031;2017;1;1210;1709;2912;532;172
AT13;92000;92007;20171031;2017;2;1519;1833;2896;485;249
AT13;92000;92008;20171031;2017;1;625;847;1118;255;9
AT13;92000;92008;20171031;2017;2;732;885;1046;227;1
AT13;92100;92101;20171031;2017;1;91;199;354;40;0
AT13;92100;92101;20171031;2017;2;108;209;374;47;0
AT13;92100;92102;20171031;2017;1;557;933;1767;202;77
AT13;92100;92102;20171031;2017;2;640;1041;1814;212;19
AT13;92100;92103;20171031;2017;1;390;991;1789;174;3
AT13;92100;92103;20171031;2017;2;491;1113;1776;164;2
AT13;92100;92104;20171031;2017;1;227;663;909;224;7
AT13;92100;92104;20171031;2017;2;356;697;909;225;2
AT13;92100;92105;20171031;2017;1;983;2327;4123;1266;203
AT13;92100;92105;20171031;2017;2;1683;2517;4071;1355;292
AT13;92100;92106;20171031;2017;1;270;406;648;114;0
AT13;92100;92106;20171031;2017;2;280;416;695;109;1
AT13;92100;92107;20171031;2017;1;423;599;969;115;243
AT13;92100;92107;20171031;2017;2;493;657;946;136;4
AT13;92100;92108;20171031;2017;1;187;426;548;78;7
AT13;92100;92108;20171031;2017;2;271;464;600;86;2
AT13;92100;92109;20171031;2017;1;501;1061;1519;232;10
AT13;92100;92109;20171031;2017;2;724;1133;1532;221;3
AT13;92100;92110;20171031;2017;1;980;668;933;125;14
AT13;92100;92110;20171031;2017;2;717;670;919;137;6
AT13;92100;92111;20171031;2017;1;390;595;1131;175;67
AT13;92100;92111;20171031;2017;2;475;669;1103;180;249
AT13;92100;92112;20171031;2017;1;389;823;2335;482;35
AT13;92100;92112;20171031;2017;2;516;917;2394;539;23
AT13;92100;92113;20171031;2017;1;347;646;1468;94;26
AT13;92100;92113;20171031;2017;2;442;720;1492;64;13
AT13;92100;92114;20171031;2017;1;643;715;959;204;18
AT13;92100;92114;20171031;2017;2;715;787;978;229;3
AT13;92100;92115;20171031;2017;1;337;645;1067;125;25
AT13;92100;92115;20171031;2017;2;586;721;1074;106;11
AT13;92100;92116;20171031;2017;1;209;590;700;62;7
AT13;92100;92116;20171031;2017;2;327;618;735;79;12
AT13;92100;92117;20171031;2017;1;843;879;1225;226;22
AT13;92100;92117;20171031;2017;2;894;1025;1332;226;4
AT13;92100;92118;20171031;2017;1;853;1061;1620;239;34
AT13;92100;92118;20171031;2017;2;887;1119;1545;251;24
AT13;92100;92119;20171031;2017;1;405;537;823;147;6
AT13;92100;92119;20171031;2017;2;398;577;812;147;0
AT13;92100;92120;20171031;2017;1;232;280;607;74;1
AT13;92100;92120;20171031;2017;2;257;316;541;71;2
AT13;92100;92121;20171031;2017;1;973;912;1382;236;20
AT13;92100;92121;20171031;2017;2;911;976;1265;204;2
AT13;92100;92122;20171031;2017;1;925;1426;1755;301;58
AT13;92100;92122;20171031;2017;2;1265;1520;1758;296;55
AT13;92100;92123;20171031;2017;1;1168;1541;2179;341;143
AT13;92100;92123;20171031;2017;2;1473;1635;2099;266;127
AT13;92100;92124;20171031;2017;1;419;713;1252;142;31
AT13;92100;92124;20171031;2017;2;581;845;1297;147;96
AT13;92100;92125;20171031;2017;1;360;646;1354;164;15
AT13;92100;92125;20171031;2017;2;500;800;1384;164;25
AT13;92100;92126;20171031;2017;1;790;1170;1592;160;144
AT13;92100;92126;20171031;2017;2;1089;1334;1717;158;153
AT13;92100;92127;20171031;2017;1;101;190;471;80;9
AT13;92100;92127;20171031;2017;2;126;208;439;63;0
AT13;92100;92128;20171031;2017;1;34;41;75;15;0
AT13;92100;92128;20171031;2017;2;29;45;57;5;0
AT13;92100;92129;20171031;2017;1;17;54;46;2;0
AT13;92100;92129;20171031;2017;2;9;52;44;4;0
AT13;92100;92130;20171031;2017;1;5;2;7;0;0
AT13;92100;92130;20171031;2017;2;1;0;10;0;0
AT13;92200;92201;20171031;2017;1;129;301;573;81;3
AT13;92200;92201;20171031;2017;2;112;319;582;64;2
AT13;92200;92202;20171031;2017;1;195;505;1659;175;20
AT13;92200;92202;20171031;2017;2;194;561;1617;186;57
AT13;92200;92203;20171031;2017;1;83;248;402;29;9
AT13;92200;92203;20171031;2017;2;101;264;351;38;12
AT13;92200;92204;20171031;2017;1;259;591;1042;116;4
AT13;92200;92204;20171031;2017;2;292;633;974;96;3
AT13;92200;92205;20171031;2017;1;813;1585;3050;300;149
AT13;92200;92205;20171031;2017;2;962;1729;3108;253;130
AT13;92200;92206;20171031;2017;1;617;1458;3116;514;9
AT13;92200;92206;20171031;2017;2;933;1556;3116;587;6
AT13;92200;92207;20171031;2017;1;285;643;1297;148;19
AT13;92200;92207;20171031;2017;2;341;755;1310;147;8
AT13;92200;92208;20171031;2017;1;1067;2103;4473;925;50
AT13;92200;92208;20171031;2017;2;1425;2377;4576;965;96
AT13;92200;92209;20171031;2017;1;1008;1832;3391;628;102
AT13;92200;92209;20171031;2017;2;1471;2134;3543;636;115
AT13;92200;92210;20171031;2017;1;716;1021;1985;183;127
AT13;92200;92210;20171031;2017;2;887;1137;1975;210;237
AT13;92200;92211;20171031;2017;1;1349;1676;2062;182;29
AT13;92200;92211;20171031;2017;2;1637;1882;2067;154;25
AT13;92200;92212;20171031;2017;1;219;444;911;181;1
AT13;92200;92212;20171031;2017;2;324;488;868;194;0
AT13;92200;92213;20171031;2017;1;679;1001;1345;140;8
AT13;92200;92213;20171031;2017;2;970;1121;1361;165;4
AT13;92200;92214;20171031;2017;1;358;791;1098;66;8
AT13;92200;92214;20171031;2017;2;488;901;1161;55;7
AT13;92200;92215;20171031;2017;1;623;1177;1913;236;16
AT13;92200;92215;20171031;2017;2;1104;1357;1873;239;16
AT13;92200;92216;20171031;2017;1;170;299;492;44;98
AT13;92200;92216;20171031;2017;2;207;347;489;33;8
AT13;92200;92217;20171031;2017;1;167;317;503;27;169
AT13;92200;92217;20171031;2017;2;172;341;535;30;133
AT13;92200;92218;20171031;2017;1;585;946;1526;112;10
AT13;92200;92218;20171031;2017;2;810;1076;1584;107;7
AT13;92200;92219;20171031;2017;1;682;850;1278;172;4
AT13;92200;92219;20171031;2017;2;726;926;1220;170;2
AT13;92200;92220;20171031;2017;1;199;386;846;210;7
AT13;92200;92220;20171031;2017;2;266;444;824;207;4
AT13;92200;92221;20171031;2017;1;163;326;632;92;3
AT13;92200;92221;20171031;2017;2;260;356;642;110;4
AT13;92200;92222;20171031;2017;1;352;692;1410;136;133
AT13;92200;92222;20171031;2017;2;455;832;1444;111;377
AT13;92200;92223;20171031;2017;1;420;685;1304;176;2
AT13;92200;92223;20171031;2017;2;491;787;1357;168;0
AT13;92200;92224;20171031;2017;1;339;761;1456;145;92
AT13;92200;92224;20171031;2017;2;490;855;1463;147;44
AT13;92200;92225;20171031;2017;1;114;314;556;71;0
AT13;92200;92225;20171031;2017;2;155;352;596;66;0
AT13;92200;92226;20171031;2017;1;245;564;1207;104;1
AT13;92200;92226;20171031;2017;2;273;596;1216;98;0
AT13;92200;92227;20171031;2017;1;353;926;2114;152;4
AT13;92200;92227;20171031;2017;2;438;996;2140;147;1
AT13;92200;92228;20171031;2017;1;230;437;1060;147;58
AT13;92200;92228;20171031;2017;2;278;519;1043;158;10
AT13;92200;92229;20171031;2017;1;186;511;954;151;0
AT13;92200;92229;20171031;2017;2;225;563;954;161;0
AT13;92200;92230;20171031;2017;1;3;3;7;0;0
AT13;92200;92230;20171031;2017;2;0;3;3;0;0
AT13;92200;92231;20171031;2017;1;110;180;446;33;157
AT13;92200;92231;20171031;2017;2;139;218;452;45;242
AT13;92200;92232;20171031;2017;1;518;543;935;120;1
AT13;92200;92232;20171031;2017;2;463;637;973;118;0
AT13;92300;92301;20171031;2017;1;285;397;780;133;9
AT13;92300;92301;20171031;2017;2;275;459;746;112;1
AT13;92300;92302;20171031;2017;1;425;629;1175;265;145
AT13;92300;92302;20171031;2017;2;465;699;1104;234;19
AT13;92300;92303;20171031;2017;1;296;621;751;99;27
AT13;92300;92303;20171031;2017;2;384;635;738;112;6
AT13;92300;92304;20171031;2017;1;682;1024;2236;228;50
AT13;92300;92304;20171031;2017;2;974;1208;2212;254;123
AT13;92300;92305;20171031;2017;1;622;1201;2218;386;21
AT13;92300;92305;20171031;2017;2;868;1309;2207;441;6
AT13;92300;92306;20171031;2017;1;94;131;204;23;3
AT13;92300;92306;20171031;2017;2;108;133;212;26;1
AT13;92300;92307;20171031;2017;1;873;1291;2527;362;93
AT13;92300;92307;20171031;2017;2;1020;1409;2537;341;132
AT13;92300;92308;20171031;2017;1;320;494;1005;120;70
AT13;92300;92308;20171031;2017;2;371;572;997;113;300
AT13;92300;92309;20171031;2017;1;503;980;1415;195;204
AT13;92300;92309;20171031;2017;2;747;1108;1503;203;315
AT13;92300;92310;20171031;2017;1;405;800;1126;170;8
AT13;92300;92310;20171031;2017;2;605;878;1122;173;26
AT13;92300;92311;20171031;2017;1;707;1187;1784;148;151
AT13;92300;92311;20171031;2017;2;945;1361;1778;130;180
AT13;92300;92312;20171031;2017;1;460;736;1240;254;74
AT13;92300;92312;20171031;2017;2;590;860;1284;248;42
AT13;92300;92313;20171031;2017;1;327;669;847;91;8
AT13;92300;92313;20171031;2017;2;537;707;835;104;4
AT13;92300;92314;20171031;2017;1;428;601;1166;92;14
AT13;92300;92314;20171031;2017;2;557;723;1246;105;17
AT13;92300;92315;20171031;2017;1;199;323;510;72;3
AT13;92300;92315;20171031;2017;2;253;339;534;75;8
AT13;92300;92316;20171031;2017;1;285;495;732;86;21
AT13;92300;92316;20171031;2017;2;335;551;788;85;100
AT13;92300;92317;20171031;2017;1;23;37;70;14;13
AT13;92300;92317;20171031;2017;2;18;39;82;9;0
AT13;92300;92318;20171031;2017;1;352;865;1191;154;7
AT13;92300;92318;20171031;2017;2;481;951;1189;152;3
AT13;92300;92319;20171031;2017;1;794;1612;1827;126;4
AT13;92300;92319;20171031;2017;2;1330;1792;1887;121;0
AT13;90100;90101;20181031;2018;1;515;531;678;55;76
AT13;90100;90101;20181031;2018;2;602;597;694;59;52
AT13;90100;90102;20181031;2018;1;169;203;310;43;6
AT13;90100;90102;20181031;2018;2;192;213;352;50;1
AT13;90100;90103;20181031;2018;1;235;282;443;43;0
AT13;90100;90103;20181031;2018;2;224;332;479;43;1
AT13;90100;90104;20181031;2018;1;186;206;261;52;6
AT13;90100;90104;20181031;2018;2;181;240;305;46;1
AT13;90100;90105;20181031;2018;1;231;321;408;54;0
AT13;90100;90105;20181031;2018;2;243;325;438;60;1
AT13;90100;90106;20181031;2018;1;342;362;450;59;20
AT13;90100;90106;20181031;2018;2;392;412;498;68;3
AT13;90100;90107;20181031;2018;1;366;383;462;56;17
AT13;90100;90107;20181031;2018;2;411;399;477;65;1
AT13;90200;90201;20181031;2018;1;1384;1762;3772;456;247
AT13;90200;90201;20181031;2018;2;1509;1930;3742;441;233
AT13;90200;90202;20181031;2018;1;1191;1498;2550;536;149
AT13;90200;90202;20181031;2018;2;1226;1590;2421;487;88
AT13;90200;90203;20181031;2018;1;1503;1739;2608;422;189
AT13;90200;90203;20181031;2018;2;1676;1923;2620;373;211
AT13;90200;90204;20181031;2018;1;1453;1885;3103;838;145
AT13;90200;90204;20181031;2018;2;1706;2081;3037;764;112
AT13;90200;90205;20181031;2018;1;980;1349;1845;361;48
AT13;90200;90205;20181031;2018;2;1204;1381;1797;366;5
AT13;90200;90206;20181031;2018;1;1049;1146;1579;179;234
AT13;90200;90206;20181031;2018;2;1111;1208;1458;153;294
AT13;90200;90207;20181031;2018;1;1562;1779;2607;418;191
AT13;90200;90207;20181031;2018;2;1608;1785;2420;377;189
AT13;90200;90208;20181031;2018;1;230;370;475;78;108
AT13;90200;90208;20181031;2018;2;264;412;466;71;167
AT13;90200;90209;20181031;2018;1;1254;1815;3783;683;159
AT13;90200;90209;20181031;2018;2;1600;2059;3592;694;423
AT13;90300;90301;20181031;2018;1;1236;1664;2316;263;35
AT13;90300;90301;20181031;2018;2;1484;1786;2283;228;15
AT13;90300;90302;20181031;2018;1;867;1276;1875;204;3
AT13;90300;90302;20181031;2018;2;1217;1382;1827;209;52
AT13;90300;90303;20181031;2018;1;665;802;1364;196;6
AT13;90300;90303;20181031;2018;2;793;880;1387;211;68
AT13;90300;90304;20181031;2018;1;1277;1557;2280;300;14
AT13;90300;90304;20181031;2018;2;1528;1653;2159;237;8
AT13;90300;90305;20181031;2018;1;909;1210;1739;182;65
AT13;90300;90305;20181031;2018;2;1168;1360;1710;193;95
AT13;90300;90306;20181031;2018;1;1937;2045;2858;351;27
AT13;90300;90306;20181031;2018;2;2311;2245;2928;394;76
AT13;90300;90307;20181031;2018;1;536;640;1103;133;598
AT13;90300;90307;20181031;2018;2;703;780;1063;112;217
AT13;90300;90308;20181031;2018;1;180;296;356;20;260
AT13;90300;90308;20181031;2018;2;205;296;359;19;111
AT13;90300;90309;20181031;2018;1;883;1251;1926;211;10
AT13;90300;90309;20181031;2018;2;1180;1435;1973;224;1
AT13;90300;90310;20181031;2018;1;942;1043;1777;316;197
AT13;90300;90310;20181031;2018;2;1027;1173;1681;302;84
AT13;90300;90311;20181031;2018;1;456;521;1077;88;4
AT13;90300;90311;20181031;2018;2;593;589;1094;99;1
AT13;90400;90401;20181031;2018;1;275;349;463;68;0
AT13;90400;90401;20181031;2018;2;321;347;475;65;0
AT13;90400;90402;20181031;2018;1;1179;1483;2261;218;561
AT13;90400;90402;20181031;2018;2;1449;1561;2260;257;177
AT13;90400;90403;20181031;2018;1;1358;1789;2329;265;192
AT13;90400;90403;20181031;2018;2;1721;1851;2435;272;303
AT13;90400;90404;20181031;2018;1;737;938;1430;164;59
AT13;90400;90404;20181031;2018;2;879;1040;1452;162;78
AT13;90500;90501;20181031;2018;1;1517;1764;2168;192;57
AT13;90500;90501;20181031;2018;2;1816;1840;2152;189;55
AT13;90500;90502;20181031;2018;1;2419;2674;4140;657;87
AT13;90500;90502;20181031;2018;2;2553;2760;4004;593;8
AT13;90500;90503;20181031;2018;1;2028;2330;3325;580;240
AT13;90500;90503;20181031;2018;2;2181;2458;3139;483;391
AT13;90500;90504;20181031;2018;1;816;1014;1322;169;1
AT13;90500;90504;20181031;2018;2;915;1082;1194;148;0
AT13;90600;90601;20181031;2018;1;891;1075;1435;133;314
AT13;90600;90601;20181031;2018;2;956;1131;1479;140;152
AT13;90600;90602;20181031;2018;1;1247;1435;1790;249;352
AT13;90600;90602;20181031;2018;2;1440;1439;1759;209;143
AT13;90600;90603;20181031;2018;1;1587;1966;2598;268;259
AT13;90600;90603;20181031;2018;2;1908;2102;2597;245;571
AT13;90700;90701;20181031;2018;1;667;821;1119;128;16
AT13;90700;90701;20181031;2018;2;802;863;1056;128;2
AT13;90700;90702;20181031;2018;1;393;409;547;68;1
AT13;90700;90702;20181031;2018;2;423;491;638;56;0
AT13;90700;90703;20181031;2018;1;586;708;967;87;71
AT13;90700;90703;20181031;2018;2;712;788;972;62;50
AT13;90700;90704;20181031;2018;1;1222;1498;1842;201;223
AT13;90700;90704;20181031;2018;2;1425;1582;1849;177;329
AT13;90700;90705;20181031;2018;1;1086;1181;1525;152;60
AT13;90700;90705;20181031;2018;2;1273;1283;1557;149;39
AT13;90800;90801;20181031;2018;1;501;658;1038;79;795
AT13;90800;90801;20181031;2018;2;646;688;1002;74;182
AT13;90800;90802;20181031;2018;1;1222;1477;2117;174;410
AT13;90800;90802;20181031;2018;2;1569;1715;2191;171;445
AT13;90800;90803;20181031;2018;1;945;1120;1462;145;431
AT13;90800;90803;20181031;2018;2;1183;1172;1476;141;121
AT13;90900;90901;20181031;2018;1;1188;1335;1517;141;26
AT13;90900;90901;20181031;2018;2;1379;1447;1549;144;21
AT13;90900;90902;20181031;2018;1;1258;1538;2040;151;381
AT13;90900;90902;20181031;2018;2;1537;1736;2043;126;223
AT13;90900;90903;20181031;2018;1;566;646;853;73;83
AT13;90900;90903;20181031;2018;2;756;712;824;74;54
AT13;90900;90904;20181031;2018;1;1132;1361;1757;226;198
AT13;90900;90904;20181031;2018;2;1455;1451;1629;212;274
AT13;90900;90905;20181031;2018;1;547;704;1185;132;57
AT13;90900;90905;20181031;2018;2;658;752;1278;144;91
AT13;90900;90906;20181031;2018;1;181;277;459;64;99
AT13;90900;90906;20181031;2018;2;218;303;474;56;137
AT13;91000;91001;20181031;2018;1;692;826;2092;162;22
AT13;91000;91001;20181031;2018;2;658;910;2059;168;17
AT13;91000;91002;20181031;2018;1;2044;2449;5122;1129;144
AT13;91000;91002;20181031;2018;2;1911;2377;4605;1040;70
AT13;91000;91003;20181031;2018;1;752;1005;1836;309;15
AT13;91000;91003;20181031;2018;2;859;1071;1668;300;3
AT13;91000;91004;20181031;2018;1;878;1073;2346;528;47
AT13;91000;91004;20181031;2018;2;846;1077;2078;436;8
AT13;91000;91005;20181031;2018;1;1598;2206;4732;951;108
AT13;91000;91005;20181031;2018;2;1712;2182;4488;881;46
AT13;91000;91006;20181031;2018;1;1270;1588;3376;790;184
AT13;91000;91006;20181031;2018;2;1168;1606;3166;659;98
AT13;91000;91007;20181031;2018;1;1223;1777;3053;533;53
AT13;91000;91007;20181031;2018;2;1554;1763;2938;458;105
AT13;91000;91008;20181031;2018;1;924;1272;2562;592;94
AT13;91000;91008;20181031;2018;2;971;1276;2284;439;96
AT13;91000;91009;20181031;2018;1;459;651;1198;175;85
AT13;91000;91009;20181031;2018;2;495;687;1176;186;140
AT13;91000;91010;20181031;2018;1;1898;2346;3916;717;399
AT13;91000;91010;20181031;2018;2;2300;2400;3765;715;163
AT13;91000;91011;20181031;2018;1;797;1192;1989;512;53
AT13;91000;91011;20181031;2018;2;965;1234;1969;510;64
AT13;91000;91012;20181031;2018;1;202;278;689;50;3
AT13;91000;91012;20181031;2018;2;216;306;754;46;0
AT13;91000;91013;20181031;2018;1;577;816;890;95;9
AT13;91000;91013;20181031;2018;2;828;930;874;106;0
AT13;91000;91014;20181031;2018;1;405;666;869;99;7
AT13;91000;91014;20181031;2018;2;522;756;862;84;2
AT13;91000;91015;20181031;2018;1;587;934;1855;199;18
AT13;91000;91015;20181031;2018;2;690;1022;1865;202;9
AT13;91000;91016;20181031;2018;1;644;894;1220;117;73
AT13;91000;91016;20181031;2018;2;623;960;1199;122;164
AT13;91000;91017;20181031;2018;1;51;126;245;20;0
AT13;91000;91017;20181031;2018;2;69;146;266;19;0
AT13;91000;91018;20181031;2018;1;374;597;1209;55;36
AT13;91000;91018;20181031;2018;2;457;659;1219;57;37
AT13;91000;91019;20181031;2018;1;229;487;634;94;7
AT13;91000;91019;20181031;2018;2;295;515;620;95;5
AT13;91000;91020;20181031;2018;1;663;1425;1918;427;89
AT13;91000;91020;20181031;2018;2;1275;1537;1918;410;218
AT13;91000;91021;20181031;2018;1;321;838;1523;164;71
AT13;91000;91021;20181031;2018;2;507;960;1546;145;246
AT13;91000;91022;20181031;2018;1;718;948;1680;391;4
AT13;91000;91022;20181031;2018;2;840;960;1471;294;1
AT13;91000;91023;20181031;2018;1;1098;1265;2469;516;68
AT13;91000;91023;20181031;2018;2;1074;1325;2476;492;144
AT13;91100;91101;20181031;2018;1;362;341;700;48;235
